Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2018,3685,51775897
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2019,2820,46772676
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2020,3157,47810310
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2021,3908,92655449
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2022,7288,162141289
TANGKAP LAUT,DKI JAKARTA,TUNA,2010,34541,1007002910
TANGKAP LAUT,DKI JAKARTA,TUNA,2011,25507,784882344
TANGKAP LAUT,DKI JAKARTA,TUNA,2012,29782,964048670
TANGKAP LAUT,DKI JAKARTA,TUNA,2013,38591,1475905023
TANGKAP LAUT,DKI JAKARTA,TUNA,2014,40051,2156672892
TANGKAP LAUT,DKI JAKARTA,TUNA,2015,21418,1445564774
TANGKAP LAUT,DKI JAKARTA,TUNA,2016,19478,552037405
TANGKAP LAUT,DKI JAKARTA,TUNA,2017,27983,1073266209
TANGKAP LAUT,DKI JAKARTA,TUNA,2018,16061,1365149045
TANGKAP LAUT,DKI JAKARTA,TUNA,2019,13973,267043198
TANGKAP LAUT,DKI JAKARTA,TUNA,2020,16532,346345120
TANGKAP LAUT,DKI JAKARTA,TUNA,2021,19470,358233708
TANGKAP LAUT,DKI JAKARTA,TUNA,2022,38296,1336388020
TANGKAP LAUT,GORONTALO,CAKALANG,2010,10919,86465100
TANGKAP LAUT,GORONTALO,CAKALANG,2011,11564,91142600
TANGKAP LAUT,GORONTALO,CAKALANG,2012,10957,100876938
TANGKAP LAUT,GORONTALO,CAKALANG,2013,10798,116066598
TANGKAP LAUT,GORONTALO,CAKALANG,2014,3563,44355933
TANGKAP LAUT,GORONTALO,CAKALANG,2015,13267,187454386
TANGKAP LAUT,GORONTALO,CAKALANG,2016,13300,187954126
TANGKAP LAUT,GORONTALO,CAKALANG,2017,51391,896593674
TANGKAP LAUT,GORONTALO,CAKALANG,2018,19530,395052437
TANGKAP LAUT,GORONTALO,CAKALANG,2019,19299,382726415
TANGKAP LAUT,GORONTALO,CAKALANG,2020,13333,240650600
TANGKAP LAUT,GORONTALO,CAKALANG,2021,10118,194714875
TANGKAP LAUT,GORONTALO,CAKALANG,2022,15350,269188491
TANGKAP LAUT,GORONTALO,KAKAP,2010,1439,24089650
TANGKAP LAUT,GORONTALO,KAKAP,2011,1122,18525300
TANGKAP LAUT,GORONTALO,KAKAP,2012,513,4754583
TANGKAP LAUT,GORONTALO,KAKAP,2013,454,10139416
TANGKAP LAUT,GORONTALO,KAKAP,2014,1706,21838725
TANGKAP LAUT,GORONTALO,KAKAP,2015,486,5070601
TANGKAP LAUT,GORONTALO,KAKAP,2016,486,5070601
TANGKAP LAUT,GORONTALO,KAKAP,2017,2567,59019600
TANGKAP LAUT,GORONTALO,KAKAP,2018,3933,96458460
TANGKAP LAUT,GORONTALO,KAKAP,2019,2455,94144269
TANGKAP LAUT,GORONTALO,KAKAP,2020,3542,130341562
TANGKAP LAUT,GORONTALO,KAKAP,2021,6419,263596834
TANGKAP LAUT,GORONTALO,KAKAP,2022,6635,227797893
TANGKAP LAUT,GORONTALO,KERAPU,2010,1597,29364250
TANGKAP LAUT,GORONTALO,KERAPU,2011,1359,29127300
TANGKAP LAUT,GORONTALO,KERAPU,2012,1267,19314800
TANGKAP LAUT,GORONTALO,KERAPU,2013,677,10827050
TANGKAP LAUT,GORONTALO,KERAPU,2014,211,2864650
TANGKAP LAUT,GORONTALO,KERAPU,2015,94,568200
TANGKAP LAUT,GORONTALO,KERAPU,2016,95,568200
TANGKAP LAUT,GORONTALO,KERAPU,2017,2628,80111196
TANGKAP LAUT,GORONTALO,KERAPU,2018,1238,110978474
TANGKAP LAUT,GORONTALO,KERAPU,2019,1720,83846011
TANGKAP LAUT,GORONTALO,KERAPU,2020,3058,119674884
TANGKAP LAUT,GORONTALO,KERAPU,2021,6418,309194748
TANGKAP LAUT,GORONTALO,KERAPU,2022,6312,222477416
TANGKAP LAUT,GORONTALO,TONGKOL,2010,9777,71472250
TANGKAP LAUT,GORONTALO,TONGKOL,2011,9954,68855750
TANGKAP LAUT,GORONTALO,TONGKOL,2012,10347,81653623
TANGKAP LAUT,GORONTALO,TONGKOL,2013,11111,87847908
TANGKAP LAUT,GORONTALO,TONGKOL,2014,23484,228134208
TANGKAP LAUT,GORONTALO,TONGKOL,2015,12344,151168851
TANGKAP LAUT,GORONTALO,TONGKOL,2016,13966,413418558
TANGKAP LAUT,GORONTALO,TONGKOL,2017,8950,142918620
TANGKAP LAUT,GORONTALO,TONGKOL,2018,13493,236771226
TANGKAP LAUT,GORONTALO,TONGKOL,2019,11790,204521029
TANGKAP LAUT,GORONTALO,TONGKOL,2020,12354,199466353
TANGKAP LAUT,GORONTALO,TONGKOL,2021,14779,277581039
TANGKAP LAUT,GORONTALO,TONGKOL,2022,9040,148394046
TANGKAP LAUT,GORONTALO,TUNA,2010,10097,259924500
TANGKAP LAUT,GORONTALO,TUNA,2011,12341,241911750
TANGKAP LAUT,GORONTALO,TUNA,2012,22647,590267802
TANGKAP LAUT,GORONTALO,TUNA,2013,24735,607902370
TANGKAP LAUT,GORONTALO,TUNA,2014,23964,628654690
TANGKAP LAUT,GORONTALO,TUNA,2015,20972,401419484
TANGKAP LAUT,GORONTALO,TUNA,2016,20700,401511124
TANGKAP LAUT,GORONTALO,TUNA,2017,23543,983805769
TANGKAP LAUT,GORONTALO,TUNA,2018,50555,3521543485
TANGKAP LAUT,GORONTALO,TUNA,2019,28420,1113717190
TANGKAP LAUT,GORONTALO,TUNA,2020,20390,693574300
TANGKAP LAUT,GORONTALO,TUNA,2021,18212,812363446
TANGKAP LAUT,GORONTALO,TUNA,2022,27942,1376391429
TANGKAP LAUT,JAMBI,CAKALANG,2010,0,0
TANGKAP LAUT,JAMBI,CAKALANG,2011,0,0
TANGKAP LAUT,JAMBI,CAKALANG,2012,0,0
TANGKAP LAUT,JAMBI,CAKALANG,2013,0,0
TANGKAP LAUT,JAMBI,CAKALANG,2014,0,0
TANGKAP LAUT,JAMBI,CAKALANG,2015,0,0
TANGKAP LAUT,JAMBI,CAKALANG,2016,0,0
TANGKAP LAUT,JAMBI,KAKAP,2010,1276,34458159
TANGKAP LAUT,JAMBI,KAKAP,2011,1714,48984900
TANGKAP LAUT,JAMBI,KAKAP,2012,308,8963217
TANGKAP LAUT,JAMBI,KAKAP,2013,966,39542450
TANGKAP LAUT,JAMBI,KAKAP,2014,892,37894510
TANGKAP LAUT,JAMBI,KAKAP,2015,563,22097300
TANGKAP LAUT,JAMBI,KAKAP,2016,1026,35789200
TANGKAP LAUT,JAMBI,KAKAP,2017,1496,49156726
TANGKAP LAUT,JAMBI,KAKAP,2018,1420,48596268
TANGKAP LAUT,JAMBI,KAKAP,2019,548,14570676
TANGKAP LAUT,JAMBI,KAKAP,2020,1128,32453915
TANGKAP LAUT,JAMBI,KAKAP,2021,1150,44171955
TANGKAP LAUT,JAMBI,KAKAP,2022,1174,46033768
TANGKAP LAUT,JAMBI,KERAPU,2010,2,16500
TANGKAP LAUT,JAMBI,KERAPU,2011,28,669200
TANGKAP LAUT,JAMBI,KERAPU,2012,17,419536
TANGKAP LAUT,JAMBI,KERAPU,2013,14,437100
TANGKAP LAUT,JAMBI,KERAPU,2014,12,386019
TANGKAP LAUT,JAMBI,KERAPU,2015,215,7532000
TANGKAP LAUT,JAMBI,KERAPU,2016,313,10951500
TANGKAP LAUT,JAMBI,KERAPU,2018,347,34654375
TANGKAP LAUT,JAMBI,KERAPU,2019,522,9400104
TANGKAP LAUT,JAMBI,KERAPU,2020,614,11020230
TANGKAP LAUT,JAMBI,KERAPU,2021,175,2802904
TANGKAP LAUT,JAMBI,KERAPU,2022,1765,31411906
TANGKAP LAUT,JAMBI,TONGKOL,2010,0,0
TANGKAP LAUT,JAMBI,TONGKOL,2011,0,0
TANGKAP LAUT,JAMBI,TONGKOL,2012,0,0
TANGKAP LAUT,JAMBI,TONGKOL,2013,0,0
TANGKAP LAUT,JAMBI,TONGKOL,2014,0,0
TANGKAP LAUT,JAMBI,TONGKOL,2015,0,0
TANGKAP LAUT,JAMBI,TONGKOL,2016,0,0
TANGKAP LAUT,JAMBI,TONGKOL,2017,5,93956
TANGKAP LAUT,JAMBI,TONGKOL,2018,461,4909431
TANGKAP LAUT,JAMBI,TONGKOL,2019,5,60936
TANGKAP LAUT,JAMBI,TUNA,2010,0,0
TANGKAP LAUT,JAMBI,TUNA,2011,0,0
TANGKAP LAUT,JAMBI,TUNA,2012,0,0
TANGKAP LAUT,JAMBI,TUNA,2013,0,0
TANGKAP LAUT,JAMBI,TUNA,2014,0,0
TANGKAP LAUT,JAMBI,TUNA,2015,0,0
TANGKAP LAUT,JAMBI,TUNA,2016,0,0
TANGKAP LAUT,JAMBI,TUNA,2019,0,3600
TANGKAP LAUT,JAWA BARAT,CAKALANG,2010,1173,9831980
TANGKAP LAUT,JAWA BARAT,CAKALANG,2011,2672,27584998
TANGKAP LAUT,JAWA BARAT,CAKALANG,2012,2871,36521834
TANGKAP LAUT,JAWA BARAT,CAKALANG,2013,809,10770899
TANGKAP LAUT,JAWA BARAT,CAKALANG,2014,443,5946592
TANGKAP LAUT,JAWA BARAT,CAKALANG,2015,622,8630256
TANGKAP LAUT,JAWA BARAT,CAKALANG,2016,180,2741575
TANGKAP LAUT,JAWA BARAT,CAKALANG,2017,876,17520858
TANGKAP LAUT,JAWA BARAT,CAKALANG,2018,3313,62133197
TANGKAP LAUT,JAWA BARAT,CAKALANG,2019,666,13303016
TANGKAP LAUT,JAWA BARAT,CAKALANG,2020,1385,29437950
TANGKAP LAUT,JAWA BARAT,CAKALANG,2021,1274,24394718
TANGKAP LAUT,JAWA BARAT,CAKALANG,2022,1256,21869527
TANGKAP LAUT,JAWA BARAT,KAKAP,2010,6051,175480396
TANGKAP LAUT,JAWA BARAT,KAKAP,2011,6626,249922988
TANGKAP LAUT,JAWA BARAT,KAKAP,2012,12247,350490979
TANGKAP LAUT,JAWA BARAT,KAKAP,2013,2736,184701843
TANGKAP LAUT,JAWA BARAT,KAKAP,2014,707,269648175
TANGKAP LAUT,JAWA BARAT,KAKAP,2015,10724,294785568
TANGKAP LAUT,JAWA BARAT,KAKAP,2016,8688,331382367
TANGKAP LAUT,JAWA BARAT,KAKAP,2017,2845,81656343
TANGKAP LAUT,JAWA BARAT,KAKAP,2018,23237,1124429095
TANGKAP LAUT,JAWA BARAT,KAKAP,2019,7591,278998275
TANGKAP LAUT,JAWA BARAT,KAKAP,2020,11282,365452116
TANGKAP LAUT,JAWA BARAT,KAKAP,2021,11089,341427938
TANGKAP LAUT,JAWA BARAT,KAKAP,2022,12343,376464795
TANGKAP LAUT,JAWA BARAT,KERAPU,2010,267,6325108
TANGKAP LAUT,JAWA BARAT,KERAPU,2011,881,15120396
TANGKAP LAUT,JAWA BARAT,KERAPU,2012,1973,43033928
TANGKAP LAUT,JAWA BARAT,KERAPU,2013,1207,31032243
TANGKAP LAUT,JAWA BARAT,KERAPU,2014,151,6826782
TANGKAP LAUT,JAWA BARAT,KERAPU,2015,626,17906372
TANGKAP LAUT,JAWA BARAT,KERAPU,2016,182,5652372
TANGKAP LAUT,JAWA BARAT,KERAPU,2017,489,17500027
TANGKAP LAUT,JAWA BARAT,KERAPU,2018,3031,265363099
TANGKAP LAUT,JAWA BARAT,KERAPU,2019,579,15153805
TANGKAP LAUT,JAWA BARAT,KERAPU,2020,298,12112252
TANGKAP LAUT,JAWA BARAT,KERAPU,2021,101,4585552
TANGKAP LAUT,JAWA BARAT,KERAPU,2022,139,6390270
TANGKAP LAUT,JAWA BARAT,SARDEN,2020,523,8646857
TANGKAP LAUT,JAWA BARAT,SARDEN,2021,485,8557446
TANGKAP LAUT,JAWA BARAT,SARDEN,2022,559,8689364
TANGKAP LAUT,JAWA BARAT,TONGKOL,2010,22237,240700735
TANGKAP LAUT,JAWA BARAT,TONGKOL,2011,25089,296580731
TANGKAP LAUT,JAWA BARAT,TONGKOL,2012,24966,312392832
TANGKAP LAUT,JAWA BARAT,TONGKOL,2013,18762,207831758
TANGKAP LAUT,JAWA BARAT,TONGKOL,2014,38967,545437229
TANGKAP LAUT,JAWA BARAT,TONGKOL,2015,8359,172701205
TANGKAP LAUT,JAWA BARAT,TONGKOL,2016,11216,172469775
TANGKAP LAUT,JAWA BARAT,TONGKOL,2017,17790,349347394
TANGKAP LAUT,JAWA BARAT,TONGKOL,2018,8621,170957364
TANGKAP LAUT,JAWA BARAT,TONGKOL,2019,22834,397146449
TANGKAP LAUT,JAWA BARAT,TONGKOL,2020,36018,443595974
TANGKAP LAUT,JAWA BARAT,TONGKOL,2021,40625,364432135
TANGKAP LAUT,JAWA BARAT,TONGKOL,2022,37111,428638967
TANGKAP LAUT,JAWA BARAT,TUNA,2010,2284,47611480
TANGKAP LAUT,JAWA BARAT,TUNA,2011,3994,99969482
TANGKAP LAUT,JAWA BARAT,TUNA,2012,4533,137171917
TANGKAP LAUT,JAWA BARAT,TUNA,2013,5635,174046168
TANGKAP LAUT,JAWA BARAT,TUNA,2014,6934,225088361
TANGKAP LAUT,JAWA BARAT,TUNA,2015,4793,153349380
TANGKAP LAUT,JAWA BARAT,TUNA,2016,2334,77237684
TANGKAP LAUT,JAWA BARAT,TUNA,2017,2560,98186229
TANGKAP LAUT,JAWA BARAT,TUNA,2018,1397,82003890
TANGKAP LAUT,JAWA BARAT,TUNA,2019,1154,35875699
TANGKAP LAUT,JAWA BARAT,TUNA,2020,1464,43677193
TANGKAP LAUT,JAWA BARAT,TUNA,2021,1478,39090303
TANGKAP LAUT,JAWA BARAT,TUNA,2022,1718,38619797
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2010,368,3137833
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2011,2546,19507086
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2012,2405,30010295
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2013,1098,17568000
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2014,1008,15952678
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2015,1197,11589260
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2016,526,8696250
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2017,932,13978641
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2018,4804,104181300
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2019,1132,14098063
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2020,9569,152554700
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2021,4654,78036973
TANGKAP LAUT,JAWA TENGAH,CAKALANG,2022,6361,117444763
TANGKAP LAUT,JAWA TENGAH,KAKAP,2010,1432,15959727
TANGKAP LAUT,JAWA TENGAH,KAKAP,2011,1022,7972981
TANGKAP LAUT,JAWA TENGAH,KAKAP,2012,1044,9358280
TANGKAP LAUT,JAWA TENGAH,KAKAP,2013,6056,13188560
TANGKAP LAUT,JAWA TENGAH,KAKAP,2014,7103,23924358
TANGKAP LAUT,JAWA TENGAH,KAKAP,2015,4872,60146560
TANGKAP LAUT,JAWA TENGAH,KAKAP,2016,3753,81371652
TANGKAP LAUT,JAWA TENGAH,KAKAP,2017,900,35945397
TANGKAP LAUT,JAWA TENGAH,KAKAP,2018,5609,277939982
TANGKAP LAUT,JAWA TENGAH,KAKAP,2019,6448,114585397
TANGKAP LAUT,JAWA TENGAH,KAKAP,2020,7718,98974717
TANGKAP LAUT,JAWA TENGAH,KAKAP,2021,6525,88603504
TANGKAP LAUT,JAWA TENGAH,KAKAP,2022,7398,142384458
TANGKAP LAUT,JAWA TENGAH,KERAPU,2010,351,4430009
TANGKAP LAUT,JAWA TENGAH,KERAPU,2011,974,5857767
TANGKAP LAUT,JAWA TENGAH,KERAPU,2012,1001,6287251
TANGKAP LAUT,JAWA TENGAH,KERAPU,2013,1125,6504395
TANGKAP LAUT,JAWA TENGAH,KERAPU,2014,1693,7996028
TANGKAP LAUT,JAWA TENGAH,KERAPU,2015,2465,19594052
TANGKAP LAUT,JAWA TENGAH,KERAPU,2016,2316,78571045
TANGKAP LAUT,JAWA TENGAH,KERAPU,2017,1770,51491002
TANGKAP LAUT,JAWA TENGAH,KERAPU,2018,3363,171724780
TANGKAP LAUT,JAWA TENGAH,KERAPU,2019,2443,32078559
TANGKAP LAUT,JAWA TENGAH,KERAPU,2020,6296,140458393
TANGKAP LAUT,JAWA TENGAH,KERAPU,2021,5288,92766061
TANGKAP LAUT,JAWA TENGAH,KERAPU,2022,4585,39239665
TANGKAP LAUT,JAWA TENGAH,SARDEN,2020,240,2395660
TANGKAP LAUT,JAWA TENGAH,SARDEN,2021,46,345730
TANGKAP LAUT,JAWA TENGAH,SARDEN,2022,5,14409
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2010,9039,85220659
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2011,10823,99519142
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2012,9751,95260483
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2013,11094,120325609
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2014,9421,107165315
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2015,12100,144455551
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2016,11466,151137085
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2017,18770,274952314
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2018,17686,432646644
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2019,10798,222816097
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2020,6456,113195733
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2021,7259,119955127
TANGKAP LAUT,JAWA TENGAH,TONGKOL,2022,9725,158600240
TANGKAP LAUT,JAWA TENGAH,TUNA,2010,1505,46913900
TANGKAP LAUT,JAWA TENGAH,TUNA,2011,1588,47961681
TANGKAP LAUT,JAWA TENGAH,TUNA,2012,1377,42027585
TANGKAP LAUT,JAWA TENGAH,TUNA,2013,1316,51457200
TANGKAP LAUT,JAWA TENGAH,TUNA,2014,1263,34657051
TANGKAP LAUT,JAWA TENGAH,TUNA,2015,1955,55463887
TANGKAP LAUT,JAWA TENGAH,TUNA,2016,3369,92211120
TANGKAP LAUT,JAWA TENGAH,TUNA,2017,1757,67368838
TANGKAP LAUT,JAWA TENGAH,TUNA,2018,3418,212765679
TANGKAP LAUT,JAWA TENGAH,TUNA,2019,1755,57707900
TANGKAP LAUT,JAWA TENGAH,TUNA,2020,4398,90403100
TANGKAP LAUT,JAWA TENGAH,TUNA,2021,6888,183272083
TANGKAP LAUT,JAWA TENGAH,TUNA,2022,8941,359308164
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2010,11384,160626664
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2011,11826,177999501
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2012,11394,153183225
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2013,9444,131473887
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2014,13538,196819337
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2015,16762,1284798341
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2016,14477,212286915
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2017,10665,150396555
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2018,15090,560616678
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2019,15175,260210494
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2020,13212,219080200
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2021,16721,301144717
TANGKAP LAUT,JAWA TIMUR,CAKALANG,2022,10609,194544527
TANGKAP LAUT,JAWA TIMUR,KAKAP,2010,10127,267185944
TANGKAP LAUT,JAWA TIMUR,KAKAP,2011,6756,185996721
TANGKAP LAUT,JAWA TIMUR,KAKAP,2012,8703,270606832
TANGKAP LAUT,JAWA TIMUR,KAKAP,2013,11491,331758946
TANGKAP LAUT,JAWA TIMUR,KAKAP,2014,12098,384224180
TANGKAP LAUT,JAWA TIMUR,KAKAP,2015,18218,619992392
TANGKAP LAUT,JAWA TIMUR,KAKAP,2016,13320,333985374
TANGKAP LAUT,JAWA TIMUR,KAKAP,2017,14510,476174516
TANGKAP LAUT,JAWA TIMUR,KAKAP,2018,10763,408847632
TANGKAP LAUT,JAWA TIMUR,KAKAP,2019,7115,362642308
TANGKAP LAUT,JAWA TIMUR,KAKAP,2020,6713,331284954
TANGKAP LAUT,JAWA TIMUR,KAKAP,2021,11505,538502569
TANGKAP LAUT,JAWA TIMUR,KAKAP,2022,14890,591277921
TANGKAP LAUT,JAWA TIMUR,KERAPU,2010,8269,374898323
TANGKAP LAUT,JAWA TIMUR,KERAPU,2011,3399,89191955
TANGKAP LAUT,JAWA TIMUR,KERAPU,2012,5121,141403711
TANGKAP LAUT,JAWA TIMUR,KERAPU,2013,5165,152243787
TANGKAP LAUT,JAWA TIMUR,KERAPU,2014,7017,264844482
TANGKAP LAUT,JAWA TIMUR,KERAPU,2015,12623,387278431
TANGKAP LAUT,JAWA TIMUR,KERAPU,2016,6961,170815479
TANGKAP LAUT,JAWA TIMUR,KERAPU,2017,3714,123707151
TANGKAP LAUT,JAWA TIMUR,KERAPU,2018,1533,151369311
TANGKAP LAUT,JAWA TIMUR,KERAPU,2019,4637,162590071
TANGKAP LAUT,JAWA TIMUR,KERAPU,2020,4663,174297116
TANGKAP LAUT,JAWA TIMUR,KERAPU,2021,5813,257820646
TANGKAP LAUT,JAWA TIMUR,KERAPU,2022,5824,226404994
TANGKAP LAUT,JAWA TIMUR,SARDEN,2020,434,4338970
TANGKAP LAUT,JAWA TIMUR,SARDEN,2021,1381,4206074
TANGKAP LAUT,JAWA TIMUR,SARDEN,2022,28,112201
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2010,21396,209894629
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2011,35674,337814270
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2012,42371,316205113
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2013,40258,342835729
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2014,36427,396742720
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2015,41305,1122965958
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2016,21605,332334154
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2017,64932,1247181278
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2018,49379,831996886
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2019,47084,616854968
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2020,52748,675010618
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2021,50445,724175301
TANGKAP LAUT,JAWA TIMUR,TONGKOL,2022,80816,1629459964
TANGKAP LAUT,JAWA TIMUR,TUNA,2010,5737,103065126
TANGKAP LAUT,JAWA TIMUR,TUNA,2011,6078,111879683
TANGKAP LAUT,JAWA TIMUR,TUNA,2012,6869,144702977
TANGKAP LAUT,JAWA TIMUR,TUNA,2013,11424,203102264
TANGKAP LAUT,JAWA TIMUR,TUNA,2014,7928,219487285
TANGKAP LAUT,JAWA TIMUR,TUNA,2015,3476,96254321
TANGKAP LAUT,JAWA TIMUR,TUNA,2016,2084,60446050
TANGKAP LAUT,JAWA TIMUR,TUNA,2017,2366,35495971
TANGKAP LAUT,JAWA TIMUR,TUNA,2018,4583,337651680
TANGKAP LAUT,JAWA TIMUR,TUNA,2019,3782,108042005
TANGKAP LAUT,JAWA TIMUR,TUNA,2020,7535,184542680
TANGKAP LAUT,JAWA TIMUR,TUNA,2021,9278,233062366
TANGKAP LAUT,JAWA TIMUR,TUNA,2022,10450,299955506
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2010,0,0
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2011,0,0
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2012,85,775800
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2013,0,0
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2014,0,0
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2015,1357,31639932
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2016,158,5526500
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2018,93,2797154
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2020,25,744390
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2021,85,2913750
TANGKAP LAUT,KALIMANTAN BARAT,CAKALANG,2022,3,52092
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2010,2822,57258420
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2011,2567,53789390
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2012,3062,60686900
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2013,1215,105820430
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2014,2470,170432600
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2015,6974,240029688
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2016,354,13785903
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2017,417,12016807
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2018,2330,85552384
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2019,2226,80658483
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2020,1711,75334310
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2021,3257,169180925
TANGKAP LAUT,KALIMANTAN BARAT,KAKAP,2022,3805,177476768
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2010,945,24122200
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2011,1702,29218600
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2012,1864,33269100
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2013,2675,63294710
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2014,2295,66985800
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2015,1072,37769467
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2016,619,42534200
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2017,305,9091103
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2018,3254,323498038
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2019,4857,446457280
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2020,1032,55968235
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2021,864,33062185
TANGKAP LAUT,KALIMANTAN BARAT,KERAPU,2022,1388,57271745
TANGKAP LAUT,KALIMANTAN BARAT,SARDEN,2021,57,853350
TANGKAP LAUT,KALIMANTAN BARAT,SARDEN,2022,214,3912420
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2010,7263,79734700
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2011,9367,96083125
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2012,10836,100978400
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2013,12976,231307590
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2014,23725,589352650
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2015,15357,215040600
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2016,207,4228502
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2017,11611,406397605
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2018,19461,425230999
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2019,12551,410440943
TANGKAP LAUT,KALIMANTAN BARAT,TONGKOL,2020,5570,135047275
