Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2020,36995,594913585
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2021,34466,634863391
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2022,36725,628629699
TANGKAP LAUT,SULAWESI UTARA,TUNA,2010,38629,266646393
TANGKAP LAUT,SULAWESI UTARA,TUNA,2011,51130,221858150
TANGKAP LAUT,SULAWESI UTARA,TUNA,2012,59774,784024392
TANGKAP LAUT,SULAWESI UTARA,TUNA,2013,59555,1302885700
TANGKAP LAUT,SULAWESI UTARA,TUNA,2014,61919,2357994710
TANGKAP LAUT,SULAWESI UTARA,TUNA,2015,49321,1844738470
TANGKAP LAUT,SULAWESI UTARA,TUNA,2016,64824,2121928070
TANGKAP LAUT,SULAWESI UTARA,TUNA,2017,12763,239156734
TANGKAP LAUT,SULAWESI UTARA,TUNA,2018,79197,6994390198
TANGKAP LAUT,SULAWESI UTARA,TUNA,2019,65153,2689639968
TANGKAP LAUT,SULAWESI UTARA,TUNA,2020,59481,2465047101
TANGKAP LAUT,SULAWESI UTARA,TUNA,2021,56205,2597569890
TANGKAP LAUT,SULAWESI UTARA,TUNA,2022,57617,2641219771
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2010,7408,156941500
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2011,7384,137325100
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2012,8985,139009850
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2013,12716,232612050
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2014,9853,185073050
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2015,8238,153557682
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2016,8671,163863837
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2017,303,5471138
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2018,16312,405967402
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2019,16398,323839024
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2020,14995,347969300
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2021,9783,224511178
TANGKAP LAUT,SUMATERA BARAT,CAKALANG,2022,12312,364817549
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2010,2835,72161950
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2011,1980,54254000
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2012,3111,82762350
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2013,2481,134166050
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2014,3147,131194850
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2015,1947,63557508
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2016,1856,63662044
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2017,2694,58104984
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2018,3004,115288418
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2019,6010,261945936
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2020,6007,323032120
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2021,5432,274010777
TANGKAP LAUT,SUMATERA BARAT,KAKAP,2022,4827,282460806
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2010,2310,67862150
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2011,1986,54856500
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2012,2895,86562050
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2013,2851,88904345
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2014,3279,123927411
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2015,2616,78550134
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2016,2849,94658303
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2017,989,22842527
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2018,6316,427801179
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2019,6900,351522409
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2020,4461,239970075
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2021,6447,393962542
TANGKAP LAUT,SUMATERA BARAT,KERAPU,2022,4798,304249865
TANGKAP LAUT,SUMATERA BARAT,SARDEN,2020,4329,64421690
TANGKAP LAUT,SUMATERA BARAT,SARDEN,2021,2610,17705067
TANGKAP LAUT,SUMATERA BARAT,SARDEN,2022,2872,44887692
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2010,20550,329908800
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2011,23934,356057235
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2012,25444,342933619
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2013,27401,442558374
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2014,22041,444217250
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2015,36218,534070194
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2016,36372,554123615
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2017,41308,1467330223
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2018,22025,516955625
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2019,23913,411468203
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2020,22137,438283525
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2021,23978,475982037
TANGKAP LAUT,SUMATERA BARAT,TONGKOL,2022,24525,571946858
TANGKAP LAUT,SUMATERA BARAT,TUNA,2010,3444,58219200
TANGKAP LAUT,SUMATERA BARAT,TUNA,2011,3140,77800330
TANGKAP LAUT,SUMATERA BARAT,TUNA,2012,4098,64282130
TANGKAP LAUT,SUMATERA BARAT,TUNA,2013,13184,306130230
TANGKAP LAUT,SUMATERA BARAT,TUNA,2014,26063,648591650
TANGKAP LAUT,SUMATERA BARAT,TUNA,2015,6212,119085620
TANGKAP LAUT,SUMATERA BARAT,TUNA,2016,4239,103307978
TANGKAP LAUT,SUMATERA BARAT,TUNA,2017,5376,301464732
TANGKAP LAUT,SUMATERA BARAT,TUNA,2018,13165,1016746489
TANGKAP LAUT,SUMATERA BARAT,TUNA,2019,8461,268314369
TANGKAP LAUT,SUMATERA BARAT,TUNA,2020,7806,261374985
TANGKAP LAUT,SUMATERA BARAT,TUNA,2021,4663,159331902
TANGKAP LAUT,SUMATERA BARAT,TUNA,2022,5251,201517836
TANGKAP LAUT,SUMATERA SELATAN,CAKALANG,2010,0,0
TANGKAP LAUT,SUMATERA SELATAN,CAKALANG,2011,0,0
TANGKAP LAUT,SUMATERA SELATAN,CAKALANG,2012,0,0
TANGKAP LAUT,SUMATERA SELATAN,CAKALANG,2013,0,0
TANGKAP LAUT,SUMATERA SELATAN,CAKALANG,2014,0,0
TANGKAP LAUT,SUMATERA SELATAN,CAKALANG,2015,0,0
TANGKAP LAUT,SUMATERA SELATAN,CAKALANG,2016,0,0
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2010,1787,19430701
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2011,1799,19556081
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2012,1811,35633550
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2013,1109,35987700
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2014,1310,35987700
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2015,5040,179720899
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2016,5026,162727497
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2017,110,3265675
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2018,10518,345162661
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2019,9008,469280730
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2020,4315,307848300
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2021,6258,285657720
TANGKAP LAUT,SUMATERA SELATAN,KAKAP,2022,5966,256899445
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2010,0,0
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2011,0,0
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2012,0,0
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2013,0,0
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2014,0,0
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2015,0,0
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2016,0,0
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2018,4480,364676198
TANGKAP LAUT,SUMATERA SELATAN,KERAPU,2021,1,117385
TANGKAP LAUT,SUMATERA SELATAN,SARDEN,2020,1529,53500300
TANGKAP LAUT,SUMATERA SELATAN,SARDEN,2021,654,1962414
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2010,470,3626921
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2011,474,3652310
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2012,477,6201000
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2013,482,6021250
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2014,483,6021250
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2015,0,0
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2016,0,0
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2018,490,14693933
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2019,6389,189236935
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2020,4367,138582200
TANGKAP LAUT,SUMATERA SELATAN,TONGKOL,2021,731,11121720
TANGKAP LAUT,SUMATERA SELATAN,TUNA,2010,0,0
TANGKAP LAUT,SUMATERA SELATAN,TUNA,2011,0,0
TANGKAP LAUT,SUMATERA SELATAN,TUNA,2012,0,0
TANGKAP LAUT,SUMATERA SELATAN,TUNA,2013,0,0
TANGKAP LAUT,SUMATERA SELATAN,TUNA,2014,0,0
TANGKAP LAUT,SUMATERA SELATAN,TUNA,2015,0,0
TANGKAP LAUT,SUMATERA SELATAN,TUNA,2016,0,0
TANGKAP LAUT,SUMATERA SELATAN,TUNA,2018,265,12983129
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2010,4946,51803600
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2011,5605,93415605
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2012,5855,109412235
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2013,7930,148526019
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2014,6398,123692831
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2015,8727,144066704
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2016,9050,159490162
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2017,13928,222852571
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2018,25140,517608533
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2019,20547,382573146
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2020,14859,224383300
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2021,13892,223780546
TANGKAP LAUT,SUMATERA UTARA,CAKALANG,2022,10346,199130621
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2010,11421,292886829
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2011,10821,338141476
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2012,13199,336843389
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2013,7052,426080530
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2014,6977,426124858
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2015,11492,433728857
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2016,10520,439233257
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2017,11084,411989520
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2018,19277,882254020
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2019,26715,1733668164
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2020,20464,1031255352
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2021,11712,533320445
TANGKAP LAUT,SUMATERA UTARA,KAKAP,2022,14796,742335455
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2010,6501,274211214
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2011,6577,285742162
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2012,10137,290232566
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2013,9350,360705364
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2014,10708,397544659
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2015,9008,377045776
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2016,9369,380569176
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2017,8667,327504120
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2018,15396,1461276436
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2019,20445,2504153657
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2020,8883,652752086
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2021,5753,252238167
TANGKAP LAUT,SUMATERA UTARA,KERAPU,2022,5635,270790403
TANGKAP LAUT,SUMATERA UTARA,SARDEN,2020,302,3039655
TANGKAP LAUT,SUMATERA UTARA,SARDEN,2021,481,4392881
TANGKAP LAUT,SUMATERA UTARA,SARDEN,2022,103,1646913
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2010,18365,225794850
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2011,23524,311332326
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2012,23763,388086244
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2013,12675,246976257
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2014,12637,214664281
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2015,15629,276156758
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2016,13912,239105436
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2017,16184,380854416
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2018,11397,253097490
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2019,20510,507038300
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2020,22735,526356334
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2021,18518,427881246
TANGKAP LAUT,SUMATERA UTARA,TONGKOL,2022,24309,716538946
TANGKAP LAUT,SUMATERA UTARA,TUNA,2010,5397,97899800
TANGKAP LAUT,SUMATERA UTARA,TUNA,2011,6089,125245296
TANGKAP LAUT,SUMATERA UTARA,TUNA,2012,5665,130568539
TANGKAP LAUT,SUMATERA UTARA,TUNA,2013,3198,76454749
TANGKAP LAUT,SUMATERA UTARA,TUNA,2014,3938,89067060
TANGKAP LAUT,SUMATERA UTARA,TUNA,2015,2962,66965803
TANGKAP LAUT,SUMATERA UTARA,TUNA,2016,3376,67387103
TANGKAP LAUT,SUMATERA UTARA,TUNA,2017,2315,51797909
TANGKAP LAUT,SUMATERA UTARA,TUNA,2018,7545,636401046
TANGKAP LAUT,SUMATERA UTARA,TUNA,2019,11091,762011416
TANGKAP LAUT,SUMATERA UTARA,TUNA,2020,5549,294235810
TANGKAP LAUT,SUMATERA UTARA,TUNA,2021,2817,110594309
TANGKAP LAUT,SUMATERA UTARA,TUNA,2022,2046,74653731
